question_id,Answer,Confidence,raw,error,photo,within_lbs,true_weight,participant
wgd_213_01,170.0,0.32,"{""Answer"": ""170"", ""Confidence"": ""0.32""}",,213.jpg,1,174.0,R_7EcvV4akcbDnozm
wgd_215_20,140.0,0.82,"{""Answer"": ""140"", ""Confidence"": ""0.82""}",,215.jpg,20,154.0,R_7EcvV4akcbDnozm
wgd_216_05,180.0,0.67,"{""Answer"": ""180"", ""Confidence"": ""0.67""}",,216.jpg,5,180.0,R_7EcvV4akcbDnozm
wgd_218_20,165.0,0.75,"{""Answer"": ""165"", ""Confidence"": ""0.75""}",,218.jpg,20,165.0,R_7EcvV4akcbDnozm
wgd_223_20,170.0,0.78,"{""Answer"": ""170"", ""Confidence"": ""0.78""}",,223.jpg,20,183.0,R_7EcvV4akcbDnozm
wgd_224_10,130.0,0.76,"{""Answer"": ""130"", ""Confidence"": ""0.76""}",,224.jpg,10,106.0,R_7EcvV4akcbDnozm
wgd_226_20,135.0,0.75,"{""Answer"": ""135"", ""Confidence"": ""0.75""}",,226.jpg,20,140.0,R_7EcvV4akcbDnozm
wgd_230_10,140.0,0.55,"{""Answer"": ""140"", ""Confidence"": ""0.55""}",,230.jpg,10,105.0,R_7EcvV4akcbDnozm
wgd_231_10,155.0,0.57,"{""Answer"": ""155"", ""Confidence"": ""0.57""}",,231.jpg,10,145.0,R_7EcvV4akcbDnozm
wgd_233_20,180.0,0.83,"{""Answer"": ""180"", ""Confidence"": ""0.83""}",,233.jpg,20,180.0,R_7EcvV4akcbDnozm
wgd_235_10,140.0,0.75,"{""Answer"": ""140"", ""Confidence"": ""0.75""}",,235.jpg,10,134.0,R_7EcvV4akcbDnozm
wgd_241_05,160.0,0.61,"{""Answer"": ""160"", ""Confidence"": ""0.61""}",,241.jpg,5,150.0,R_7EcvV4akcbDnozm
wgd_244_01,160.0,0.27,"{""Answer"": ""160"", ""Confidence"": ""0.27""}",,244.jpg,1,161.0,R_7EcvV4akcbDnozm
wgd_245_05,160.0,0.55,"{""Answer"": ""160"", ""Confidence"": ""0.55""}",,245.jpg,5,169.0,R_7EcvV4akcbDnozm
wgd_247_01,140.0,0.45,"{""Answer"": ""140"", ""Confidence"": ""0.45""}",,247.jpg,1,157.0,R_7EcvV4akcbDnozm
wgd_248_01,135.0,0.39,"{""Answer"": ""135"", ""Confidence"": ""0.39""}",,248.jpg,1,121.0,R_7EcvV4akcbDnozm
wgd_200_10,207.0,0.25,"{""Answer"": ""207"", ""Confidence"": ""0.25""}",,200.jpg,10,214.0,R_1Sr9lfeK0IYP9rI
wgd_202_20,150.0,0.78,"{""Answer"": ""150"", ""Confidence"": ""0.78""}",,202.jpg,20,135.0,R_1Sr9lfeK0IYP9rI
wgd_205_05,129.0,0.23,"{""Answer"": ""129"", ""Confidence"": ""0.23""}",,205.jpg,5,104.0,R_1Sr9lfeK0IYP9rI
wgd_210_05,165.0,0.45,"{""Answer"": ""165"", ""Confidence"": ""0.45""}",,210.jpg,5,167.0,R_1Sr9lfeK0IYP9rI
wgd_211_01,165.0,0.14,"{""Answer"": ""165"", ""Confidence"": ""0.14""}",,211.jpg,1,146.0,R_1Sr9lfeK0IYP9rI
wgd_212_20,132.0,0.31,"{""Answer"": ""132"", ""Confidence"": ""0.31""}",,212.jpg,20,147.0,R_1Sr9lfeK0IYP9rI
wgd_214_01,185.0,0.0,"{""Answer"": ""185"", ""Confidence"": ""0.0""}",,214.jpg,1,187.0,R_1Sr9lfeK0IYP9rI
wgd_215_05,160.0,0.4,"{""Answer"": ""160"", ""Confidence"": ""0.4""}",,215.jpg,5,154.0,R_1Sr9lfeK0IYP9rI
wgd_217_10,115.0,0.25,"{""Answer"": ""115"", ""Confidence"": ""0.25""}",,217.jpg,10,116.0,R_1Sr9lfeK0IYP9rI
wgd_219_20,162.0,0.82,"{""Answer"": ""162"", ""Confidence"": ""0.82""}",,219.jpg,20,123.0,R_1Sr9lfeK0IYP9rI
wgd_226_10,134.0,0.53,"{""Answer"": ""134"", ""Confidence"": ""0.53""}",,226.jpg,10,140.0,R_1Sr9lfeK0IYP9rI
wgd_228_05,125.0,0.3,"{""Answer"": ""125"", ""Confidence"": ""0.3""}",,228.jpg,5,135.0,R_1Sr9lfeK0IYP9rI
wgd_230_05,116.0,0.2,"{""Answer"": ""116"", ""Confidence"": ""0.2""}",,230.jpg,5,105.0,R_1Sr9lfeK0IYP9rI
wgd_231_20,157.0,0.9,"{""Answer"": ""157"", ""Confidence"": ""0.9""}",,231.jpg,20,145.0,R_1Sr9lfeK0IYP9rI
wgd_232_10,160.0,0.57,"{""Answer"": ""160"", ""Confidence"": ""0.57""}",,232.jpg,10,190.0,R_1Sr9lfeK0IYP9rI
wgd_236_01,117.0,0.5,"{""Answer"": ""117"", ""Confidence"": ""0.5""}",,236.jpg,1,117.0,R_1Sr9lfeK0IYP9rI
wgd_237_01,175.0,0.28,"{""Answer"": ""175"", ""Confidence"": ""0.28""}",,237.jpg,1,170.0,R_1Sr9lfeK0IYP9rI
wgd_243_10,180.0,0.65,"{""Answer"": ""180"", ""Confidence"": ""0.65""}",,243.jpg,10,157.0,R_1Sr9lfeK0IYP9rI
wgd_244_20,170.0,0.3,"{""Answer"": ""170"", ""Confidence"": ""0.3""}",,244.jpg,20,161.0,R_1Sr9lfeK0IYP9rI
wgd_248_01,130.0,0.6,"{""Answer"": ""130"", ""Confidence"": ""0.6""}",,248.jpg,1,121.0,R_1Sr9lfeK0IYP9rI
wgd_202_20,155.0,0.62,"{""Answer"": ""155"", ""Confidence"": ""0.62""}",,202.jpg,20,135.0,R_1WHAaC1pc68Won7
wgd_203_10,125.0,0.81,"{""Answer"": ""125"", ""Confidence"": ""0.81""}",,203.jpg,10,128.0,R_1WHAaC1pc68Won7
wgd_206_01,165.0,0.03,"{""Answer"": ""165"", ""Confidence"": ""0.03""}",,206.jpg,1,165.0,R_1WHAaC1pc68Won7
wgd_211_05,170.0,0.1,"{""Answer"": ""170"", ""Confidence"": ""0.1""}",,211.jpg,5,146.0,R_1WHAaC1pc68Won7
wgd_213_01,170.0,0.02,"{""Answer"": ""170"", ""Confidence"": ""0.02""}",,213.jpg,1,174.0,R_1WHAaC1pc68Won7
wgd_214_20,168.0,0.82,"{""Answer"": ""168"", ""Confidence"": ""0.82""}",,214.jpg,20,187.0,R_1WHAaC1pc68Won7
wgd_217_20,124.0,0.91,"{""Answer"": ""124"", ""Confidence"": ""0.91""}",,217.jpg,20,116.0,R_1WHAaC1pc68Won7
wgd_218_01,185.0,0.04,"{""Answer"": ""185"", ""Confidence"": ""0.04""}",,218.jpg,1,165.0,R_1WHAaC1pc68Won7
wgd_223_10,170.0,0.6,"{""Answer"": ""170"", ""Confidence"": ""0.6""}",,223.jpg,10,183.0,R_1WHAaC1pc68Won7
wgd_225_05,125.0,0.61,"{""Answer"": ""125"", ""Confidence"": ""0.61""}",,225.jpg,5,121.0,R_1WHAaC1pc68Won7
wgd_228_05,120.0,0.61,"{""Answer"": ""120"", ""Confidence"": ""0.61""}",,228.jpg,5,135.0,R_1WHAaC1pc68Won7
wgd_229_10,115.0,0.7,"{""Answer"": ""115"", ""Confidence"": ""0.7""}",,229.jpg,10,127.0,R_1WHAaC1pc68Won7
wgd_234_05,126.0,0.63,"{""Answer"": ""126"", ""Confidence"": ""0.63""}",,234.jpg,5,138.0,R_1WHAaC1pc68Won7
wgd_238_10,170.0,0.28,"{""Answer"": ""170"", ""Confidence"": ""0.28""}",,238.jpg,10,181.0,R_1WHAaC1pc68Won7
wgd_242_20,180.0,0.6,"{""Answer"": ""180"", ""Confidence"": ""0.6""}",,242.jpg,20,171.0,R_1WHAaC1pc68Won7
wgd_243_01,167.0,0.04,"{""Answer"": ""167"", ""Confidence"": ""0.04""}",,243.jpg,1,157.0,R_1WHAaC1pc68Won7
wgd_246_10,122.0,0.82,"{""Answer"": ""122"", ""Confidence"": ""0.82""}",,246.jpg,10,117.0,R_1WHAaC1pc68Won7
wgd_247_01,135.0,0.09,"{""Answer"": ""135"", ""Confidence"": ""0.09""}",,247.jpg,1,157.0,R_1WHAaC1pc68Won7
wgd_248_20,120.0,0.89,"{""Answer"": ""120"", ""Confidence"": ""0.89""}",,248.jpg,20,121.0,R_1WHAaC1pc68Won7
wgd_249_05,130.0,0.63,"{""Answer"": ""130"", ""Confidence"": ""0.63""}",,249.jpg,5,138.0,R_1WHAaC1pc68Won7
wgd_202_05,125.0,0.07,"{""Answer"": ""125"", ""Confidence"": ""0.07""}",,202.jpg,5,135.0,R_1gj6DMeDhnwoIAa
wgd_204_10,153.0,0.14,"{""Answer"": ""153"", ""Confidence"": ""0.14""}",,204.jpg,10,138.0,R_1gj6DMeDhnwoIAa
wgd_208_01,135.0,0.06,"{""Answer"": ""135"", ""Confidence"": ""0.06""}",,208.jpg,1,139.0,R_1gj6DMeDhnwoIAa
wgd_212_20,135.0,0.51,"{""Answer"": ""135"", ""Confidence"": ""0.51""}",,212.jpg,20,147.0,R_1gj6DMeDhnwoIAa
wgd_213_01,155.0,0.01,"{""Answer"": ""155"", ""Confidence"": ""0.01""}",,213.jpg,1,174.0,R_1gj6DMeDhnwoIAa
wgd_214_10,180.0,0.19,"{""Answer"": ""180"", ""Confidence"": ""0.19""}",,214.jpg,10,187.0,R_1gj6DMeDhnwoIAa
wgd_217_10,116.0,0.19,"{""Answer"": ""116"", ""Confidence"": ""0.19""}",,217.jpg,10,116.0,R_1gj6DMeDhnwoIAa
wgd_224_10,115.0,0.5,"{""Answer"": ""115"", ""Confidence"": ""0.5""}",,224.jpg,10,106.0,R_1gj6DMeDhnwoIAa
wgd_227_20,172.0,0.88,"{""Answer"": ""172"", ""Confidence"": ""0.88""}",,227.jpg,20,180.0,R_1gj6DMeDhnwoIAa
wgd_228_10,140.0,0.12,"{""Answer"": ""140"", ""Confidence"": ""0.12""}",,228.jpg,10,135.0,R_1gj6DMeDhnwoIAa
wgd_229_01,118.0,0.08,"{""Answer"": ""118"", ""Confidence"": ""0.08""}",,229.jpg,1,127.0,R_1gj6DMeDhnwoIAa
wgd_231_20,165.0,0.96,"{""Answer"": ""165"", ""Confidence"": ""0.96""}",,231.jpg,20,145.0,R_1gj6DMeDhnwoIAa
wgd_235_01,140.0,0.02,"{""Answer"": ""140"", ""Confidence"": ""0.02""}",,235.jpg,1,134.0,R_1gj6DMeDhnwoIAa
wgd_236_05,118.0,0.05,"{""Answer"": ""118"", ""Confidence"": ""0.05""}",,236.jpg,5,117.0,R_1gj6DMeDhnwoIAa
wgd_238_05,170.0,0.08,"{""Answer"": ""170"", ""Confidence"": ""0.08""}",,238.jpg,5,181.0,R_1gj6DMeDhnwoIAa
wgd_241_05,168.0,0.05,"{""Answer"": ""168"", ""Confidence"": ""0.05""}",,241.jpg,5,150.0,R_1gj6DMeDhnwoIAa
wgd_244_05,175.0,0.14,"{""Answer"": ""175"", ""Confidence"": ""0.14""}",,244.jpg,5,161.0,R_1gj6DMeDhnwoIAa
wgd_246_20,133.0,0.51,"{""Answer"": ""133"", ""Confidence"": ""0.51""}",,246.jpg,20,117.0,R_1gj6DMeDhnwoIAa
wgd_248_20,128.0,0.21,"{""Answer"": ""128"", ""Confidence"": ""0.21""}",,248.jpg,20,121.0,R_1gj6DMeDhnwoIAa
wgd_250_01,145.0,0.03,"{""Answer"": ""145"", ""Confidence"": ""0.03""}",,250.jpg,1,171.0,R_1gj6DMeDhnwoIAa
wgd_200_20,167.0,0.85,"{""Answer"": ""167"", ""Confidence"": ""0.85""}",,200.jpg,20,214.0,R_1QYGuGi3GYS1xzn
wgd_203_10,110.0,0.85,"{""Answer"": ""110"", ""Confidence"": ""0.85""}",,203.jpg,10,128.0,R_1QYGuGi3GYS1xzn
wgd_206_01,140.0,0.04,"{""Answer"": ""140"", ""Confidence"": ""0.04""}",,206.jpg,1,165.0,R_1QYGuGi3GYS1xzn
wgd_213_01,135.0,0.13,"{""Answer"": ""135"", ""Confidence"": ""0.13""}",,213.jpg,1,174.0,R_1QYGuGi3GYS1xzn
wgd_214_20,150.0,1.0,"{""Answer"": ""150"", ""Confidence"": ""1.0""}",,214.jpg,20,187.0,R_1QYGuGi3GYS1xzn
wgd_215_05,133.0,0.74,"{""Answer"": ""133"", ""Confidence"": ""0.74""}",,215.jpg,5,154.0,R_1QYGuGi3GYS1xzn
wgd_216_05,160.0,0.19,"{""Answer"": ""160"", ""Confidence"": ""0.19""}",,216.jpg,5,180.0,R_1QYGuGi3GYS1xzn
wgd_217_20,110.0,0.72,"{""Answer"": ""110"", ""Confidence"": ""0.72""}",,217.jpg,20,116.0,R_1QYGuGi3GYS1xzn
wgd_218_10,145.0,0.72,"{""Answer"": ""145"", ""Confidence"": ""0.72""}",,218.jpg,10,165.0,R_1QYGuGi3GYS1xzn
wgd_220_10,145.0,0.7,"{""Answer"": ""145"", ""Confidence"": ""0.7""}",,220.jpg,10,149.0,R_1QYGuGi3GYS1xzn
wgd_221_20,100.0,1.0,"{""Answer"": ""100"", ""Confidence"": ""1.0""}",,221.jpg,20,112.0,R_1QYGuGi3GYS1xzn
wgd_223_20,145.0,0.86,"{""Answer"": ""145"", ""Confidence"": ""0.86""}",,223.jpg,20,183.0,R_1QYGuGi3GYS1xzn
wgd_228_05,130.0,0.41,"{""Answer"": ""130"", ""Confidence"": ""0.41""}",,228.jpg,5,135.0,R_1QYGuGi3GYS1xzn
wgd_231_01,130.0,0.07,"{""Answer"": ""130"", ""Confidence"": ""0.07""}",,231.jpg,1,145.0,R_1QYGuGi3GYS1xzn
wgd_234_10,127.0,0.87,"{""Answer"": ""127"", ""Confidence"": ""0.87""}",,234.jpg,10,138.0,R_1QYGuGi3GYS1xzn
wgd_235_01,120.0,0.08,"{""Answer"": ""120"", ""Confidence"": ""0.08""}",,235.jpg,1,134.0,R_1QYGuGi3GYS1xzn
wgd_237_05,135.0,0.74,"{""Answer"": ""135"", ""Confidence"": ""0.74""}",,237.jpg,5,170.0,R_1QYGuGi3GYS1xzn
wgd_246_10,135.0,0.38,"{""Answer"": ""135"", ""Confidence"": ""0.38""}",,246.jpg,10,117.0,R_1QYGuGi3GYS1xzn
wgd_250_01,148.0,0.1,"{""Answer"": ""148"", ""Confidence"": ""0.1""}",,250.jpg,1,171.0,R_1QYGuGi3GYS1xzn
wgd_251_05,140.0,0.85,"{""Answer"": ""140"", ""Confidence"": ""0.85""}",,251.jpg,5,174.0,R_1QYGuGi3GYS1xzn
wgd_201_20,139.0,0.47,"{""Answer"": ""139"", ""Confidence"": ""0.47""}",,201.jpg,20,158.0,R_7E64jVS6xZGJJsd
wgd_202_05,139.0,0.38,"{""Answer"": ""139"", ""Confidence"": ""0.38""}",,202.jpg,5,135.0,R_7E64jVS6xZGJJsd
wgd_204_20,147.0,0.66,"{""Answer"": ""147"", ""Confidence"": ""0.66""}",,204.jpg,20,138.0,R_7E64jVS6xZGJJsd
wgd_205_10,131.0,0.59,"{""Answer"": ""131"", ""Confidence"": ""0.59""}",,205.jpg,10,104.0,R_7E64jVS6xZGJJsd
wgd_214_10,150.0,0.52,"{""Answer"": ""150"", ""Confidence"": ""0.52""}",,214.jpg,10,187.0,R_7E64jVS6xZGJJsd
wgd_216_05,144.0,0.41,"{""Answer"": ""144"", ""Confidence"": ""0.41""}",,216.jpg,5,180.0,R_7E64jVS6xZGJJsd
wgd_220_01,123.0,0.27,"{""Answer"": ""123"", ""Confidence"": ""0.27""}",,220.jpg,1,149.0,R_7E64jVS6xZGJJsd
wgd_222_20,123.0,0.63,"{""Answer"": ""123"", ""Confidence"": ""0.63""}",,222.jpg,20,115.0,R_7E64jVS6xZGJJsd
wgd_225_10,108.0,0.56,"{""Answer"": ""108"", ""Confidence"": ""0.56""}",,225.jpg,10,121.0,R_7E64jVS6xZGJJsd
wgd_227_20,148.0,0.63,"{""Answer"": ""148"", ""Confidence"": ""0.63""}",,227.jpg,20,180.0,R_7E64jVS6xZGJJsd
wgd_231_01,152.0,0.11,"{""Answer"": ""152"", ""Confidence"": ""0.11""}",,231.jpg,1,145.0,R_7E64jVS6xZGJJsd
wgd_233_20,162.0,0.55,"{""Answer"": ""162"", ""Confidence"": ""0.55""}",,233.jpg,20,180.0,R_7E64jVS6xZGJJsd
wgd_234_10,132.0,0.52,"{""Answer"": ""132"", ""Confidence"": ""0.52""}",,234.jpg,10,138.0,R_7E64jVS6xZGJJsd
wgd_236_05,107.0,0.51,"{""Answer"": ""107"", ""Confidence"": ""0.51""}",,236.jpg,5,117.0,R_7E64jVS6xZGJJsd
wgd_237_01,141.0,0.22,"{""Answer"": ""141"", ""Confidence"": ""0.22""}",,237.jpg,1,170.0,R_7E64jVS6xZGJJsd
wgd_238_01,136.0,0.13,"{""Answer"": ""136"", ""Confidence"": ""0.13""}",,238.jpg,1,181.0,R_7E64jVS6xZGJJsd
wgd_239_10,119.0,0.6,"{""Answer"": ""119"", ""Confidence"": ""0.6""}",,239.jpg,10,117.0,R_7E64jVS6xZGJJsd
wgd_241_05,168.0,0.4,"{""Answer"": ""168"", ""Confidence"": ""0.4""}",,241.jpg,5,150.0,R_7E64jVS6xZGJJsd
wgd_244_01,183.0,0.33,"{""Answer"": ""183"", ""Confidence"": ""0.33""}",,244.jpg,1,161.0,R_7E64jVS6xZGJJsd
wgd_247_05,135.0,0.46,"{""Answer"": ""135"", ""Confidence"": ""0.46""}",,247.jpg,5,157.0,R_7E64jVS6xZGJJsd
wgd_200_20,236.0,0.82,"{""Answer"": ""236"", ""Confidence"": ""0.82""}",,200.jpg,20,214.0,R_3Ntzsh2d0IR5VLs
wgd_204_01,175.0,0.82,"{""Answer"": ""175"", ""Confidence"": ""0.82""}",,204.jpg,1,138.0,R_3Ntzsh2d0IR5VLs
wgd_205_01,188.0,0.51,"{""Answer"": ""188"", ""Confidence"": ""0.51""}",,205.jpg,1,104.0,R_3Ntzsh2d0IR5VLs
wgd_206_10,217.0,0.53,"{""Answer"": ""217"", ""Confidence"": ""0.53""}",,206.jpg,10,165.0,R_3Ntzsh2d0IR5VLs
wgd_208_01,215.0,0.6,"{""Answer"": ""215"", ""Confidence"": ""0.6""}",,208.jpg,1,139.0,R_3Ntzsh2d0IR5VLs
wgd_218_10,190.0,0.72,"{""Answer"": ""190"", ""Confidence"": ""0.72""}",,218.jpg,10,165.0,R_3Ntzsh2d0IR5VLs
wgd_221_05,176.0,0.92,"{""Answer"": ""176"", ""Confidence"": ""0.92""}",,221.jpg,5,112.0,R_3Ntzsh2d0IR5VLs
wgd_223_01,224.0,0.51,"{""Answer"": ""224"", ""Confidence"": ""0.51""}",,223.jpg,1,183.0,R_3Ntzsh2d0IR5VLs
wgd_224_20,198.0,0.82,"{""Answer"": ""198"", ""Confidence"": ""0.82""}",,224.jpg,20,106.0,R_3Ntzsh2d0IR5VLs
wgd_228_10,188.0,0.72,"{""Answer"": ""188"", ""Confidence"": ""0.72""}",,228.jpg,10,135.0,R_3Ntzsh2d0IR5VLs
wgd_229_05,159.0,1.0,"{""Answer"": ""159"", ""Confidence"": ""1.0""}",,229.jpg,5,127.0,R_3Ntzsh2d0IR5VLs
wgd_233_01,236.0,0.54,"{""Answer"": ""236"", ""Confidence"": ""0.54""}",,233.jpg,1,180.0,R_3Ntzsh2d0IR5VLs
wgd_235_10,179.0,0.87,"{""Answer"": ""179"", ""Confidence"": ""0.87""}",,235.jpg,10,134.0,R_3Ntzsh2d0IR5VLs
wgd_237_05,197.0,0.62,"{""Answer"": ""197"", ""Confidence"": ""0.62""}",,237.jpg,5,170.0,R_3Ntzsh2d0IR5VLs
wgd_242_05,210.0,1.0,"{""Answer"": ""210"", ""Confidence"": ""1.0""}",,242.jpg,5,171.0,R_3Ntzsh2d0IR5VLs
wgd_243_20,213.0,1.0,"{""Answer"": ""213"", ""Confidence"": ""1.0""}",,243.jpg,20,157.0,R_3Ntzsh2d0IR5VLs
wgd_245_05,207.0,0.83,"{""Answer"": ""207"", ""Confidence"": ""0.83""}",,245.jpg,5,169.0,R_3Ntzsh2d0IR5VLs
wgd_249_20,179.0,0.83,"{""Answer"": ""179"", ""Confidence"": ""0.83""}",,249.jpg,20,138.0,R_3Ntzsh2d0IR5VLs
wgd_250_20,127.0,1.0,"{""Answer"": ""127"", ""Confidence"": ""1.0""}",,250.jpg,20,171.0,R_3Ntzsh2d0IR5VLs
wgd_251_10,206.0,0.82,"{""Answer"": ""206"", ""Confidence"": ""0.82""}",,251.jpg,10,174.0,R_3Ntzsh2d0IR5VLs
wgd_200_01,220.0,0.0,"{""Answer"": ""220"", ""Confidence"": ""0.0""}",,200.jpg,1,214.0,R_6ztIKFerWn1mCom
wgd_201_10,150.0,0.3,"{""Answer"": ""150"", ""Confidence"": ""0.3""}",,201.jpg,10,158.0,R_6ztIKFerWn1mCom
wgd_203_05,125.0,0.4,"{""Answer"": ""125"", ""Confidence"": ""0.4""}",,203.jpg,5,128.0,R_6ztIKFerWn1mCom
wgd_206_20,200.0,0.59,"{""Answer"": ""200"", ""Confidence"": ""0.59""}",,206.jpg,20,165.0,R_6ztIKFerWn1mCom
wgd_214_10,215.0,0.3,"{""Answer"": ""215"", ""Confidence"": ""0.3""}",,214.jpg,10,187.0,R_6ztIKFerWn1mCom
wgd_216_01,205.0,0.0,"{""Answer"": ""205"", ""Confidence"": ""0.0""}",,216.jpg,1,180.0,R_6ztIKFerWn1mCom
wgd_219_05,180.0,0.3,"{""Answer"": ""180"", ""Confidence"": ""0.3""}",,219.jpg,5,123.0,R_6ztIKFerWn1mCom
wgd_230_05,125.0,0.45,"{""Answer"": ""125"", ""Confidence"": ""0.45""}",,230.jpg,5,105.0,R_6ztIKFerWn1mCom
wgd_231_20,190.0,0.5,"{""Answer"": ""190"", ""Confidence"": ""0.5""}",,231.jpg,20,145.0,R_6ztIKFerWn1mCom
wgd_232_01,185.0,0.0,"{""Answer"": ""185"", ""Confidence"": ""0.0""}",,232.jpg,1,190.0,R_6ztIKFerWn1mCom
wgd_236_10,130.0,0.6,"{""Answer"": ""130"", ""Confidence"": ""0.6""}",,236.jpg,10,117.0,R_6ztIKFerWn1mCom
wgd_237_01,205.0,0.0,"{""Answer"": ""205"", ""Confidence"": ""0.0""}",,237.jpg,1,170.0,R_6ztIKFerWn1mCom
wgd_238_10,195.0,0.3,"{""Answer"": ""195"", ""Confidence"": ""0.3""}",,238.jpg,10,181.0,R_6ztIKFerWn1mCom
wgd_242_05,200.0,0.1,"{""Answer"": ""200"", ""Confidence"": ""0.1""}",,242.jpg,5,171.0,R_6ztIKFerWn1mCom
wgd_243_20,200.0,0.6,"{""Answer"": ""200"", ""Confidence"": ""0.6""}",,243.jpg,20,157.0,R_6ztIKFerWn1mCom
wgd_244_20,180.0,0.6,"{""Answer"": ""180"", ""Confidence"": ""0.6""}",,244.jpg,20,161.0,R_6ztIKFerWn1mCom
wgd_245_05,195.0,0.2,"{""Answer"": ""195"", ""Confidence"": ""0.2""}",,245.jpg,5,169.0,R_6ztIKFerWn1mCom
wgd_246_10,125.0,0.4,"{""Answer"": ""125"", ""Confidence"": ""0.4""}",,246.jpg,10,117.0,R_6ztIKFerWn1mCom
wgd_248_01,130.0,0.0,"{""Answer"": ""130"", ""Confidence"": ""0.0""}",,248.jpg,1,121.0,R_6ztIKFerWn1mCom
wgd_249_20,120.0,0.71,"{""Answer"": ""120"", ""Confidence"": ""0.71""}",,249.jpg,20,138.0,R_6ztIKFerWn1mCom
wgd_201_05,130.0,0.07,"{""Answer"": ""130"", ""Confidence"": ""0.07""}",,201.jpg,5,158.0,R_68y5Poh4gXkg4tr
wgd_205_05,125.0,0.38,"{""Answer"": ""125"", ""Confidence"": ""0.38""}",,205.jpg,5,104.0,R_68y5Poh4gXkg4tr
wgd_209_10,140.0,0.4,"{""Answer"": ""140"", ""Confidence"": ""0.4""}",,209.jpg,10,136.0,R_68y5Poh4gXkg4tr
wgd_210_10,185.0,0.31,"{""Answer"": ""185"", ""Confidence"": ""0.31""}",,210.jpg,10,167.0,R_68y5Poh4gXkg4tr
wgd_212_20,120.0,0.1,"{""Answer"": ""120"", ""Confidence"": ""0.1""}",,212.jpg,20,147.0,R_68y5Poh4gXkg4tr
wgd_221_01,160.0,0.0,"{""Answer"": ""160"", ""Confidence"": ""0.0""}",,221.jpg,1,112.0,R_68y5Poh4gXkg4tr
wgd_223_20,210.0,1.0,"{""Answer"": ""210"", ""Confidence"": ""1.0""}",,223.jpg,20,183.0,R_68y5Poh4gXkg4tr
wgd_228_05,125.0,0.1,"{""Answer"": ""125"", ""Confidence"": ""0.1""}",,228.jpg,5,135.0,R_68y5Poh4gXkg4tr
wgd_230_05,110.0,0.08,"{""Answer"": ""110"", ""Confidence"": ""0.08""}",,230.jpg,5,105.0,R_68y5Poh4gXkg4tr
wgd_231_05,185.0,0.51,"{""Answer"": ""185"", ""Confidence"": ""0.51""}",,231.jpg,5,145.0,R_68y5Poh4gXkg4tr
wgd_233_10,220.0,0.2,"{""Answer"": ""220"", ""Confidence"": ""0.2""}",,233.jpg,10,180.0,R_68y5Poh4gXkg4tr
wgd_234_10,120.0,0.48,"{""Answer"": ""120"", ""Confidence"": ""0.48""}",,234.jpg,10,138.0,R_68y5Poh4gXkg4tr
wgd_238_01,185.0,0.0,"{""Answer"": ""185"", ""Confidence"": ""0.0""}",,238.jpg,1,181.0,R_68y5Poh4gXkg4tr
wgd_239_01,120.0,0.2,"{""Answer"": ""120"", ""Confidence"": ""0.2""}",,239.jpg,1,117.0,R_68y5Poh4gXkg4tr
wgd_241_10,205.0,0.59,"{""Answer"": ""205"", ""Confidence"": ""0.59""}",,241.jpg,10,150.0,R_68y5Poh4gXkg4tr
wgd_242_20,175.0,1.0,"{""Answer"": ""175"", ""Confidence"": ""1.0""}",,242.jpg,20,171.0,R_68y5Poh4gXkg4tr
wgd_243_20,195.0,0.96,"{""Answer"": ""195"", ""Confidence"": ""0.96""}",,243.jpg,20,157.0,R_68y5Poh4gXkg4tr
wgd_245_01,200.0,0.0,"{""Answer"": ""200"", ""Confidence"": ""0.0""}",,245.jpg,1,169.0,R_68y5Poh4gXkg4tr
wgd_246_01,110.0,0.1,"{""Answer"": ""110"", ""Confidence"": ""0.1""}",,246.jpg,1,117.0,R_68y5Poh4gXkg4tr
wgd_249_20,140.0,1.0,"{""Answer"": ""140"", ""Confidence"": ""1.0""}",,249.jpg,20,138.0,R_68y5Poh4gXkg4tr
wgd_200_10,150.0,0.6,"{""Answer"": ""150"", ""Confidence"": ""0.6""}",,200.jpg,10,214.0,R_6GBoBRnEHMD8Icj
wgd_203_01,130.0,0.07,"{""Answer"": ""130"", ""Confidence"": ""0.07""}",,203.jpg,1,128.0,R_6GBoBRnEHMD8Icj
wgd_204_20,130.0,0.79,"{""Answer"": ""130"", ""Confidence"": ""0.79""}",,204.jpg,20,138.0,R_6GBoBRnEHMD8Icj
wgd_206_20,120.0,0.65,"{""Answer"": ""120"", ""Confidence"": ""0.65""}",,206.jpg,20,165.0,R_6GBoBRnEHMD8Icj
wgd_215_10,180.0,0.25,"{""Answer"": ""180"", ""Confidence"": ""0.25""}",,215.jpg,10,154.0,R_6GBoBRnEHMD8Icj
wgd_217_05,102.0,0.5,"{""Answer"": ""102"", ""Confidence"": ""0.5""}",,217.jpg,5,116.0,R_6GBoBRnEHMD8Icj
wgd_218_05,140.0,0.67,"{""Answer"": ""140"", ""Confidence"": ""0.67""}",,218.jpg,5,165.0,R_6GBoBRnEHMD8Icj
wgd_219_10,120.0,0.66,"{""Answer"": ""120"", ""Confidence"": ""0.66""}",,219.jpg,10,123.0,R_6GBoBRnEHMD8Icj
wgd_220_20,120.0,0.67,"{""Answer"": ""120"", ""Confidence"": ""0.67""}",,220.jpg,20,149.0,R_6GBoBRnEHMD8Icj
