question_id,Answer,Confidence,raw,error,true_lifespan_x,min_age_x,sex_x,radius_x,best_answer_x,MAS_x,true_lifespan_y,min_age_y,sex_y,radius_y,best_answer_y,MAS_y
3170,83.0,0.95,"{""Answer"": ""83"", ""Confidence"": ""0.95""}",,83.63,57.0,female,11.0,85.09,0.704951,83.63,57,female,11,85.09,0.704951
3171,83.0,0.68,"{""Answer"": ""83"", ""Confidence"": ""0.68""}",,83.63,57.0,female,12.0,84.74,0.746831,83.63,57,female,12,84.74,0.746831
3172,83.0,0.95,"{""Answer"": ""83"", ""Confidence"": ""0.95""}",,83.63,57.0,female,13.0,84.36,0.784682,83.63,57,female,13,84.36,0.784682
3173,83.0,0.95,"{""Answer"": ""83"", ""Confidence"": ""0.95""}",,83.63,57.0,female,14.0,83.97,0.818682,83.63,57,female,14,83.97,0.818682
3174,84.0,0.75,"{""Answer"": ""84"", ""Confidence"": ""0.75""}",,83.63,57.0,female,15.0,83.54,0.849051,83.63,57,female,15,83.54,0.849051
3175,83.0,0.75,"{""Answer"": ""83"", ""Confidence"": ""0.75""}",,83.63,57.0,female,16.0,83.1,0.876033,83.63,57,female,16,83.1,0.876033
3176,83.0,0.95,"{""Answer"": ""83"", ""Confidence"": ""0.95""}",,83.63,57.0,female,17.0,82.63,0.89989,83.63,57,female,17,82.63,0.89989
3177,83.0,0.68,"{""Answer"": ""83"", ""Confidence"": ""0.68""}",,83.63,57.0,female,18.0,82.15,0.920888,83.63,57,female,18,82.15,0.920888
3178,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,83.63,57.0,female,19.0,81.64,0.939294,83.63,57,female,19,81.64,0.939294
3179,83.0,0.95,"{""Answer"": ""83"", ""Confidence"": ""0.95""}",,83.63,57.0,female,20.0,81.12,0.955365,83.63,57,female,20,81.12,0.955365
3180,84.0,0.5,"{""Answer"": ""84"", ""Confidence"": ""0.5""}",,83.78,58.0,female,1.0,86.99,0.076658,83.78,58,female,1,86.99,0.076658
3181,83.0,0.68,"{""Answer"": ""83"", ""Confidence"": ""0.68""}",,83.78,58.0,female,2.0,86.94,0.152576,83.78,58,female,2,86.94,0.152576
3182,83.0,0.75,"{""Answer"": ""83"", ""Confidence"": ""0.75""}",,83.78,58.0,female,3.0,86.86,0.227043,83.78,58,female,3,86.86,0.227043
3183,84.0,0.68,"{""Answer"": ""84"", ""Confidence"": ""0.68""}",,83.78,58.0,female,4.0,86.74,0.299395,83.78,58,female,4,86.74,0.299395
3184,83.0,0.95,"{""Answer"": ""83"", ""Confidence"": ""0.95""}",,83.78,58.0,female,5.0,86.6,0.36904,83.78,58,female,5,86.6,0.36904
3185,83.0,0.95,"{""Answer"": ""83"", ""Confidence"": ""0.95""}",,83.78,58.0,female,6.0,86.42,0.435473,83.78,58,female,6,86.42,0.435473
3186,83.0,0.95,"{""Answer"": ""83"", ""Confidence"": ""0.95""}",,83.78,58.0,female,7.0,86.21,0.498286,83.78,58,female,7,86.21,0.498286
3187,84.0,0.68,"{""Answer"": ""84"", ""Confidence"": ""0.68""}",,83.78,58.0,female,8.0,85.97,0.557175,83.78,58,female,8,85.97,0.557175
3188,83.0,0.95,"{""Answer"": ""83"", ""Confidence"": ""0.95""}",,83.78,58.0,female,9.0,85.71,0.611937,83.78,58,female,9,85.71,0.611937
3189,83.0,0.68,"{""Answer"": ""83"", ""Confidence"": ""0.68""}",,83.78,58.0,female,10.0,85.41,0.66247,83.78,58,female,10,85.41,0.66247
3190,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,83.78,58.0,female,11.0,85.09,0.708758,83.78,58,female,11,85.09,0.708758
3191,83.0,0.68,"{""Answer"": ""83"", ""Confidence"": ""0.68""}",,83.78,58.0,female,12.0,84.74,0.750864,83.78,58,female,12,84.74,0.750864
3192,83.0,0.95,"{""Answer"": ""83"", ""Confidence"": ""0.95""}",,83.78,58.0,female,13.0,84.36,0.788919,83.78,58,female,13,84.36,0.788919
3193,83.0,0.95,"{""Answer"": ""83"", ""Confidence"": ""0.95""}",,83.78,58.0,female,14.0,83.97,0.823103,83.78,58,female,14,83.97,0.823103
3194,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,83.78,58.0,female,15.0,83.54,0.853636,83.78,58,female,15,83.54,0.853636
3195,83.0,0.75,"{""Answer"": ""83"", ""Confidence"": ""0.75""}",,83.78,58.0,female,16.0,83.1,0.880764,83.78,58,female,16,83.1,0.880764
3196,83.0,0.95,"{""Answer"": ""83"", ""Confidence"": ""0.95""}",,83.78,58.0,female,17.0,82.63,0.904749,83.78,58,female,17,82.63,0.904749
3197,84.0,0.75,"{""Answer"": ""84"", ""Confidence"": ""0.75""}",,83.78,58.0,female,18.0,82.15,0.925861,83.78,58,female,18,82.15,0.925861
3198,83.0,0.95,"{""Answer"": ""83"", ""Confidence"": ""0.95""}",,83.78,58.0,female,19.0,81.64,0.944366,83.78,58,female,19,81.64,0.944366
3199,83.0,0.95,"{""Answer"": ""83"", ""Confidence"": ""0.95""}",,83.78,58.0,female,20.0,81.12,0.960524,83.78,58,female,20,81.12,0.960524
3200,84.0,0.12,"{""Answer"": ""84"", ""Confidence"": ""0.12""}",,83.95,59.0,female,1.0,86.99,0.077115,83.95,59,female,1,86.99,0.077115
3201,84.0,0.71,"{""Answer"": ""84"", ""Confidence"": ""0.71""}",,83.95,59.0,female,2.0,86.94,0.153486,83.95,59,female,2,86.94,0.153486
3202,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,83.95,59.0,female,3.0,86.86,0.228397,83.95,59,female,3,86.86,0.228397
3203,83.0,0.6827,"{""Answer"": ""83"", ""Confidence"": ""0.6827""}",,83.95,59.0,female,4.0,86.74,0.30118,83.95,59,female,4,86.74,0.30118
3204,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,83.95,59.0,female,5.0,86.6,0.37124,83.95,59,female,5,86.6,0.37124
3205,84.0,0.6827,"{""Answer"": ""84"", ""Confidence"": ""0.6827""}",,83.95,59.0,female,6.0,86.42,0.438069,83.95,59,female,6,86.42,0.438069
3206,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,83.95,59.0,female,7.0,86.21,0.501256,83.95,59,female,7,86.21,0.501256
3207,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,83.95,59.0,female,8.0,85.97,0.560496,83.95,59,female,8,85.97,0.560496
3208,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,83.95,59.0,female,9.0,85.71,0.615585,83.95,59,female,9,85.71,0.615585
3209,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,83.95,59.0,female,10.0,85.41,0.666419,83.95,59,female,10,85.41,0.666419
3210,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,83.95,59.0,female,11.0,85.09,0.712983,83.95,59,female,11,85.09,0.712983
3211,83.0,0.95,"{""Answer"": ""83"", ""Confidence"": ""0.95""}",,83.95,59.0,female,12.0,84.74,0.75534,83.95,59,female,12,84.74,0.75534
3212,83.0,0.95,"{""Answer"": ""83"", ""Confidence"": ""0.95""}",,83.95,59.0,female,13.0,84.36,0.793622,83.95,59,female,13,84.36,0.793622
3213,83.0,0.95,"{""Answer"": ""83"", ""Confidence"": ""0.95""}",,83.95,59.0,female,14.0,83.97,0.82801,83.95,59,female,14,83.97,0.82801
3214,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,83.95,59.0,female,15.0,83.54,0.858724,83.95,59,female,15,83.54,0.858724
3215,83.0,0.95,"{""Answer"": ""83"", ""Confidence"": ""0.95""}",,83.95,59.0,female,16.0,83.1,0.886014,83.95,59,female,16,83.1,0.886014
3216,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,83.95,59.0,female,17.0,82.63,0.910143,83.95,59,female,17,82.63,0.910143
3217,83.0,0.95,"{""Answer"": ""83"", ""Confidence"": ""0.95""}",,83.95,59.0,female,18.0,82.15,0.93138,83.95,59,female,18,82.15,0.93138
3218,83.0,0.95,"{""Answer"": ""83"", ""Confidence"": ""0.95""}",,83.95,59.0,female,19.0,81.64,0.949996,83.95,59,female,19,81.64,0.949996
3219,83.0,0.954,"{""Answer"": ""83"", ""Confidence"": ""0.954""}",,83.95,59.0,female,20.0,81.12,0.96625,83.95,59,female,20,81.12,0.96625
3220,86.0,0.05,"{""Answer"": ""86"", ""Confidence"": ""0.05""}",,84.12,60.0,female,1.0,86.99,0.077622,84.12,60,female,1,86.99,0.077622
3221,84.21,0.62,"{""Answer"": ""84.21"", ""Confidence"": ""0.62""}",,84.12,60.0,female,2.0,86.94,0.154496,84.12,60,female,2,86.94,0.154496
3222,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.12,60.0,female,3.0,86.86,0.2299,84.12,60,female,3,86.86,0.2299
3223,84.0,0.68,"{""Answer"": ""84"", ""Confidence"": ""0.68""}",,84.12,60.0,female,4.0,86.74,0.303162,84.12,60,female,4,86.74,0.303162
3224,84.0,0.68,"{""Answer"": ""84"", ""Confidence"": ""0.68""}",,84.12,60.0,female,5.0,86.6,0.373683,84.12,60,female,5,86.6,0.373683
3225,84.0,0.68,"{""Answer"": ""84"", ""Confidence"": ""0.68""}",,84.12,60.0,female,6.0,86.42,0.440952,84.12,60,female,6,86.42,0.440952
3226,84.0,0.75,"{""Answer"": ""84"", ""Confidence"": ""0.75""}",,84.12,60.0,female,7.0,86.21,0.504555,84.12,60,female,7,86.21,0.504555
3227,83.0,0.68,"{""Answer"": ""83"", ""Confidence"": ""0.68""}",,84.12,60.0,female,8.0,85.97,0.564184,84.12,60,female,8,85.97,0.564184
3228,84.0,0.75,"{""Answer"": ""84"", ""Confidence"": ""0.75""}",,84.12,60.0,female,9.0,85.71,0.619636,84.12,60,female,9,85.71,0.619636
3229,86.0,0.95,"{""Answer"": ""86"", ""Confidence"": ""0.95""}",,84.12,60.0,female,10.0,85.41,0.670804,84.12,60,female,10,85.41,0.670804
3230,83.0,0.68,"{""Answer"": ""83"", ""Confidence"": ""0.68""}",,84.12,60.0,female,11.0,85.09,0.717674,84.12,60,female,11,85.09,0.717674
3231,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.12,60.0,female,12.0,84.74,0.760311,84.12,60,female,12,84.74,0.760311
3232,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.12,60.0,female,13.0,84.36,0.798844,84.12,60,female,13,84.36,0.798844
3233,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.12,60.0,female,14.0,83.97,0.833458,84.12,60,female,14,83.97,0.833458
3234,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.12,60.0,female,15.0,83.54,0.864375,84.12,60,female,15,83.54,0.864375
3235,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.12,60.0,female,16.0,83.1,0.891844,84.12,60,female,16,83.1,0.891844
3236,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.12,60.0,female,17.0,82.63,0.916132,84.12,60,female,17,82.63,0.916132
3237,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.12,60.0,female,18.0,82.15,0.937509,84.12,60,female,18,82.15,0.937509
3238,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.12,60.0,female,19.0,81.64,0.956247,84.12,60,female,19,81.64,0.956247
3239,83.0,0.71,"{""Answer"": ""83"", ""Confidence"": ""0.71""}",,84.12,60.0,female,20.0,81.12,0.972608,84.12,60,female,20,81.12,0.972608
3240,86.0,0.05,"{""Answer"": ""86"", ""Confidence"": ""0.05""}",,84.31,61.0,female,1.0,86.99,0.078186,84.31,61,female,1,86.99,0.078186
3241,84.0,0.75,"{""Answer"": ""84"", ""Confidence"": ""0.75""}",,84.31,61.0,female,2.0,86.94,0.155618,84.31,61,female,2,86.94,0.155618
3242,84.0,0.73,"{""Answer"": ""84"", ""Confidence"": ""0.73""}",,84.31,61.0,female,3.0,86.86,0.23157,84.31,61,female,3,86.86,0.23157
3243,86.0,0.68,"{""Answer"": ""86"", ""Confidence"": ""0.68""}",,84.31,61.0,female,4.0,86.74,0.305364,84.31,61,female,4,86.74,0.305364
3244,84.0,0.71,"{""Answer"": ""84"", ""Confidence"": ""0.71""}",,84.31,61.0,female,5.0,86.6,0.376398,84.31,61,female,5,86.6,0.376398
3245,84.0,0.6827,"{""Answer"": ""84"", ""Confidence"": ""0.6827""}",,84.31,61.0,female,6.0,86.42,0.444155,84.31,61,female,6,86.42,0.444155
3246,86.0,0.6827,"{""Answer"": ""86"", ""Confidence"": ""0.6827""}",,84.31,61.0,female,7.0,86.21,0.50822,84.31,61,female,7,86.21,0.50822
3247,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.31,61.0,female,8.0,85.97,0.568283,84.31,61,female,8,85.97,0.568283
3248,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.31,61.0,female,9.0,85.71,0.624137,84.31,61,female,9,85.71,0.624137
3249,86.0,0.95,"{""Answer"": ""86"", ""Confidence"": ""0.95""}",,84.31,61.0,female,10.0,85.41,0.675677,84.31,61,female,10,85.41,0.675677
3250,83.0,0.95,"{""Answer"": ""83"", ""Confidence"": ""0.95""}",,84.31,61.0,female,11.0,85.09,0.722888,84.31,61,female,11,85.09,0.722888
3251,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.31,61.0,female,12.0,84.74,0.765834,84.31,61,female,12,84.74,0.765834
3252,83.0,0.95,"{""Answer"": ""83"", ""Confidence"": ""0.95""}",,84.31,61.0,female,13.0,84.36,0.804647,84.31,61,female,13,84.36,0.804647
3253,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.31,61.0,female,14.0,83.97,0.839513,84.31,61,female,14,83.97,0.839513
3254,83.0,0.68,"{""Answer"": ""83"", ""Confidence"": ""0.68""}",,84.31,61.0,female,15.0,83.54,0.870654,84.31,61,female,15,83.54,0.870654
3255,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.31,61.0,female,16.0,83.1,0.898323,84.31,61,female,16,83.1,0.898323
3256,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.31,61.0,female,17.0,82.63,0.922787,84.31,61,female,17,82.63,0.922787
3257,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.31,61.0,female,18.0,82.15,0.944319,84.31,61,female,18,82.15,0.944319
3258,85.0,0.95,"{""Answer"": ""85"", ""Confidence"": ""0.95""}",,84.31,61.0,female,19.0,81.64,0.963193,84.31,61,female,19,81.64,0.963193
3259,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.31,61.0,female,20.0,81.12,0.979674,84.31,61,female,20,81.12,0.979674
3260,85.0,0.5,"{""Answer"": ""85"", ""Confidence"": ""0.5""}",,84.5,62.0,female,1.0,86.99,0.078813,84.5,62,female,1,86.99,0.078813
3261,85.0,0.75,"{""Answer"": ""85"", ""Confidence"": ""0.75""}",,84.5,62.0,female,2.0,86.94,0.156866,84.5,62,female,2,86.94,0.156866
3262,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.5,62.0,female,3.0,86.86,0.233427,84.5,62,female,3,86.86,0.233427
3263,84.0,0.75,"{""Answer"": ""84"", ""Confidence"": ""0.75""}",,84.5,62.0,female,4.0,86.74,0.307813,84.5,62,female,4,86.74,0.307813
3264,85.0,0.68,"{""Answer"": ""85"", ""Confidence"": ""0.68""}",,84.5,62.0,female,5.0,86.6,0.379416,84.5,62,female,5,86.6,0.379416
3265,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.5,62.0,female,6.0,86.42,0.447717,84.5,62,female,6,86.42,0.447717
3266,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.5,62.0,female,7.0,86.21,0.512296,84.5,62,female,7,86.21,0.512296
3267,83.0,0.95,"{""Answer"": ""83"", ""Confidence"": ""0.95""}",,84.5,62.0,female,8.0,85.97,0.57284,84.5,62,female,8,85.97,0.57284
3268,84.0,0.68,"{""Answer"": ""84"", ""Confidence"": ""0.68""}",,84.5,62.0,female,9.0,85.71,0.629143,84.5,62,female,9,85.71,0.629143
3269,83.0,0.95,"{""Answer"": ""83"", ""Confidence"": ""0.95""}",,84.5,62.0,female,10.0,85.41,0.681096,84.5,62,female,10,85.41,0.681096
3270,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.5,62.0,female,11.0,85.09,0.728685,84.5,62,female,11,85.09,0.728685
3271,85.0,0.95,"{""Answer"": ""85"", ""Confidence"": ""0.95""}",,84.5,62.0,female,12.0,84.74,0.771976,84.5,62,female,12,84.74,0.771976
3272,84.0,0.75,"{""Answer"": ""84"", ""Confidence"": ""0.75""}",,84.5,62.0,female,13.0,84.36,0.8111,84.5,62,female,13,84.36,0.8111
3273,83.0,0.95,"{""Answer"": ""83"", ""Confidence"": ""0.95""}",,84.5,62.0,female,14.0,83.97,0.846245,84.5,62,female,14,83.97,0.846245
3274,85.0,0.8,"{""Answer"": ""85"", ""Confidence"": ""0.8""}",,84.5,62.0,female,15.0,83.54,0.877636,84.5,62,female,15,83.54,0.877636
3275,85.0,0.68,"{""Answer"": ""85"", ""Confidence"": ""0.68""}",,84.5,62.0,female,16.0,83.1,0.905527,84.5,62,female,16,83.1,0.905527
3276,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.5,62.0,female,17.0,82.63,0.930187,84.5,62,female,17,82.63,0.930187
3277,85.0,0.75,"{""Answer"": ""85"", ""Confidence"": ""0.75""}",,84.5,62.0,female,18.0,82.15,0.951893,84.5,62,female,18,82.15,0.951893
3278,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.5,62.0,female,19.0,81.64,0.970918,84.5,62,female,19,81.64,0.970918
3279,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.5,62.0,female,20.0,82.0,0.986405,84.5,62,female,20,82.0,0.986405
3280,86.0,0.5,"{""Answer"": ""86"", ""Confidence"": ""0.5""}",,84.7,63.0,female,1.0,86.99,0.079511,84.7,63,female,1,86.99,0.079511
3281,86.0,0.95,"{""Answer"": ""86"", ""Confidence"": ""0.95""}",,84.7,63.0,female,2.0,86.94,0.158255,84.7,63,female,2,86.94,0.158255
3282,84.0,0.75,"{""Answer"": ""84"", ""Confidence"": ""0.75""}",,84.7,63.0,female,3.0,86.86,0.235493,84.7,63,female,3,86.86,0.235493
3283,83.0,0.95,"{""Answer"": ""83"", ""Confidence"": ""0.95""}",,84.7,63.0,female,4.0,86.74,0.310538,84.7,63,female,4,86.74,0.310538
3284,86.0,0.75,"{""Answer"": ""86"", ""Confidence"": ""0.75""}",,84.7,63.0,female,5.0,86.6,0.382775,84.7,63,female,5,86.6,0.382775
3285,84.0,0.6827,"{""Answer"": ""84"", ""Confidence"": ""0.6827""}",,84.7,63.0,female,6.0,86.42,0.451681,84.7,63,female,6,86.42,0.451681
3286,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.7,63.0,female,7.0,86.21,0.516832,84.7,63,female,7,86.21,0.516832
3287,83.0,0.71,"{""Answer"": ""83"", ""Confidence"": ""0.71""}",,84.7,63.0,female,8.0,85.97,0.577912,84.7,63,female,8,85.97,0.577912
3288,84.0,0.68,"{""Answer"": ""84"", ""Confidence"": ""0.68""}",,84.7,63.0,female,9.0,85.71,0.634713,84.7,63,female,9,85.71,0.634713
3289,83.0,0.68,"{""Answer"": ""83"", ""Confidence"": ""0.68""}",,84.7,63.0,female,10.0,85.41,0.687126,84.7,63,female,10,85.41,0.687126
3290,83.0,0.954,"{""Answer"": ""83"", ""Confidence"": ""0.954""}",,84.7,63.0,female,11.0,85.09,0.735137,84.7,63,female,11,85.09,0.735137
3291,83.0,0.95,"{""Answer"": ""83"", ""Confidence"": ""0.95""}",,84.7,63.0,female,12.0,84.74,0.77881,84.7,63,female,12,84.74,0.77881
3292,83.0,0.95,"{""Answer"": ""83"", ""Confidence"": ""0.95""}",,84.7,63.0,female,13.0,84.36,0.818282,84.7,63,female,13,84.36,0.818282
3293,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.7,63.0,female,14.0,83.97,0.853738,84.7,63,female,14,83.97,0.853738
3294,85.0,0.75,"{""Answer"": ""85"", ""Confidence"": ""0.75""}",,84.7,63.0,female,15.0,83.54,0.885407,84.7,63,female,15,83.54,0.885407
3295,86.0,0.95,"{""Answer"": ""86"", ""Confidence"": ""0.95""}",,84.7,63.0,female,16.0,83.1,0.913545,84.7,63,female,16,83.1,0.913545
3296,85.0,0.95,"{""Answer"": ""85"", ""Confidence"": ""0.95""}",,84.7,63.0,female,17.0,82.63,0.938423,84.7,63,female,17,82.63,0.938423
3297,83.0,0.95,"{""Answer"": ""83"", ""Confidence"": ""0.95""}",,84.7,63.0,female,18.0,82.15,0.96032,84.7,63,female,18,82.15,0.96032
3298,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.7,63.0,female,19.0,82.0,0.979307,84.7,63,female,19,82.0,0.979307
3299,83.0,0.683,"{""Answer"": ""83"", ""Confidence"": ""0.683""}",,84.7,63.0,female,20.0,83.0,0.991289,84.7,63,female,20,83.0,0.991289
3300,86.0,0.12,"{""Answer"": ""86"", ""Confidence"": ""0.12""}",,84.9,64.0,female,1.0,86.99,0.080288,84.9,64,female,1,86.99,0.080288
3301,85.0,0.75,"{""Answer"": ""85"", ""Confidence"": ""0.75""}",,84.9,64.0,female,2.0,86.94,0.159802,84.9,64,female,2,86.94,0.159802
3302,84.0,0.5,"{""Answer"": ""84"", ""Confidence"": ""0.5""}",,84.9,64.0,female,3.0,86.86,0.237795,84.9,64,female,3,86.86,0.237795
3303,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.9,64.0,female,4.0,86.74,0.313574,84.9,64,female,4,86.74,0.313574
3304,86.0,0.75,"{""Answer"": ""86"", ""Confidence"": ""0.75""}",,84.9,64.0,female,5.0,86.6,0.386517,84.9,64,female,5,86.6,0.386517
3305,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.9,64.0,female,6.0,86.42,0.456096,84.9,64,female,6,86.42,0.456096
3306,85.0,0.68,"{""Answer"": ""85"", ""Confidence"": ""0.68""}",,84.9,64.0,female,7.0,86.21,0.521884,84.9,64,female,7,86.21,0.521884
3307,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.9,64.0,female,8.0,85.97,0.583561,84.9,64,female,8,85.97,0.583561
3308,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.9,64.0,female,9.0,85.71,0.640917,84.9,64,female,9,85.71,0.640917
3309,86.0,0.75,"{""Answer"": ""86"", ""Confidence"": ""0.75""}",,84.9,64.0,female,10.0,85.41,0.693843,84.9,64,female,10,85.41,0.693843
3310,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.9,64.0,female,11.0,85.09,0.742322,84.9,64,female,11,85.09,0.742322
3311,85.0,0.95,"{""Answer"": ""85"", ""Confidence"": ""0.95""}",,84.9,64.0,female,12.0,84.74,0.786423,84.9,64,female,12,84.74,0.786423
3312,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.9,64.0,female,13.0,84.36,0.82628,84.9,64,female,13,84.36,0.82628
3313,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.9,64.0,female,14.0,83.97,0.862083,84.9,64,female,14,83.97,0.862083
3314,86.0,0.68,"{""Answer"": ""86"", ""Confidence"": ""0.68""}",,84.9,64.0,female,15.0,83.54,0.894062,84.9,64,female,15,83.54,0.894062
3315,86.0,0.6827,"{""Answer"": ""86"", ""Confidence"": ""0.6827""}",,84.9,64.0,female,16.0,83.1,0.922474,84.9,64,female,16,83.1,0.922474
3316,85.0,0.95,"{""Answer"": ""85"", ""Confidence"": ""0.95""}",,84.9,64.0,female,17.0,82.63,0.947596,84.9,64,female,17,82.63,0.947596
3317,85.0,0.95,"{""Answer"": ""85"", ""Confidence"": ""0.95""}",,84.9,64.0,female,18.0,82.15,0.969707,84.9,64,female,18,82.15,0.969707
3318,84.0,0.95,"{""Answer"": ""84"", ""Confidence"": ""0.95""}",,84.9,64.0,female,19.0,83.0,0.986151,84.9,64,female,19,83.0,0.986151
3319,87.0,0.75,"{""Answer"": ""87"", ""Confidence"": ""0.75""}",,84.9,64.0,female,20.0,84.0,0.99467,84.9,64,female,20,84.0,0.99467
3320,88.0,0.05,"{""Answer"": ""88"", ""Confidence"": ""0.05""}",,85.12,65.0,female,1.0,86.99,0.081154,85.12,65,female,1,86.99,0.081154
3321,86.58,0.5,"{""Answer"": ""86.58"", ""Confidence"": ""0.5""}",,85.12,65.0,female,2.0,86.94,0.161527,85.12,65,female,2,86.94,0.161527
3322,86.0,0.95,"{""Answer"": ""86"", ""Confidence"": ""0.95""}",,85.12,65.0,female,3.0,86.86,0.240362,85.12,65,female,3,86.86,0.240362
3323,86.0,0.68,"{""Answer"": ""86"", ""Confidence"": ""0.68""}",,85.12,65.0,female,4.0,86.74,0.316958,85.12,65,female,4,86.74,0.316958
3324,87.0,0.75,"{""Answer"": ""87"", ""Confidence"": ""0.75""}",,85.12,65.0,female,5.0,86.6,0.390688,85.12,65,female,5,86.6,0.390688
3325,86.0,0.68,"{""Answer"": ""86"", ""Confidence"": ""0.68""}",,85.12,65.0,female,6.0,86.42,0.461018,85.12,65,female,6,86.42,0.461018
3326,86.0,0.95,"{""Answer"": ""86"", ""Confidence"": ""0.95""}",,85.12,65.0,female,7.0,86.21,0.527516,85.12,65,female,7,86.21,0.527516
3327,86.0,0.68,"{""Answer"": ""86"", ""Confidence"": ""0.68""}",,85.12,65.0,female,8.0,85.97,0.589859,85.12,65,female,8,85.97,0.589859
3328,86.0,0.68,"{""Answer"": ""86"", ""Confidence"": ""0.68""}",,85.12,65.0,female,9.0,85.71,0.647834,85.12,65,female,9,85.71,0.647834
3329,86.0,0.68,"{""Answer"": ""86"", ""Confidence"": ""0.68""}",,85.12,65.0,female,10.0,85.41,0.701331,85.12,65,female,10,85.41,0.701331
3330,86.0,0.95,"{""Answer"": ""86"", ""Confidence"": ""0.95""}",,85.12,65.0,female,11.0,85.09,0.750334,85.12,65,female,11,85.09,0.750334
3331,88.0,0.95,"{""Answer"": ""88"", ""Confidence"": ""0.95""}",,85.12,65.0,female,12.0,84.74,0.794911,85.12,65,female,12,84.74,0.794911
3332,86.0,0.95,"{""Answer"": ""86"", ""Confidence"": ""0.95""}",,85.12,65.0,female,13.0,84.36,0.835198,85.12,65,female,13,84.36,0.835198
3333,86.0,0.95,"{""Answer"": ""86"", ""Confidence"": ""0.95""}",,85.12,65.0,female,14.0,83.97,0.871387,85.12,65,female,14,83.97,0.871387
3334,86.0,0.95,"{""Answer"": ""86"", ""Confidence"": ""0.95""}",,85.12,65.0,female,15.0,83.54,0.903711,85.12,65,female,15,83.54,0.903711
3335,86.0,0.95,"{""Answer"": ""86"", ""Confidence"": ""0.95""}",,85.12,65.0,female,16.0,83.1,0.93243,85.12,65,female,16,83.1,0.93243
3336,86.0,0.95,"{""Answer"": ""86"", ""Confidence"": ""0.95""}",,85.12,65.0,female,17.0,82.63,0.957823,85.12,65,female,17,82.63,0.957823
